Metin,Durum
ürün sahte suni deri açıklama da hakiki deri diye yazmış lar bende güvenip aldm kemer ler sahte derimont markası yalan öyle bir marka falan da değil utanmazlar,
Beş para etmez kesinlikle iade edeceğim.Hakiki deri yazıyorsunuz fakat alakası yok.Kesinlikle vaktiniz harcayıpta almayı.,
Deri falan değil ürün sakın aldanmayın 1 ay bile kullanamadım. Düğmelediğim kısımdan neredeyse kopacak şekle geldi. Hakiki deri diye yazıyorlar birde sakın almayın pişman olursunuz.,
aynı mamulü ikinci defa yanlış yolladiniz hakiki deri diye lanse ettiğiniz mamulü bir defa iyade etim yanlis yolladiniz diye ikinci defa yine deri olmayan mamul yolladiniz ayıptır mamul deri değilse oraya yazmayın mecburen kullan Mak zorunda kaldım bir daha butur mamülleri almmam tavsiyede etmem,
ürün hakiki deri felan değil arkadaşlar bunu bilerek sipariş edin zira ben aldım iade etmek ile uğraştım,
ürün beş para etmez derimont arması veya yazısı bile yok.çok sert üstelik hakiki deri değil kemer delik yerleri aşındı resmen açıldı 23.5 TL ürün 10 TL kargo bedeli 33.5 bana kalırsa paranızı boş yere vermeyin bir puan da fazla,
Türk parasıyla 5 kuruş etmez hakiki deri dediğine bakmayın uygun diye iki tane aldım bir işe yarmadı deri değil ikisinde,
Sınıf hakiki deri ve yerli üretim ile imal edilmiştir. Iki kat birbirineyapıştırma kemerlerden değildir. ibaresi tamamen aldatmacadır. İki kat birbirine yapıştırılmış. malzemesi ne olduğu belli olmayan ama deri olmadığı da aşikar bir ürün. UZAK DURUN.,
urun tek parça deri diye aldım hakiki deri değil üç parçadan oluşuyor iki günde bozuldu sokakta 10 tl ye satılan kemerlerden farkı yok,
cok kaliteli gozukmuyor hakiki deri diyorlar ama kaplama süet ben hic memun kalmadim yirtilmaya basladi almayin pisman olmayin,
ürün gerçekten hayal kırıcı..ürün hakiki deri değil..alakası bile yok..gelen ürünün üstünde bile marka yoktu,etiketi çıkarılmıştı.etiket ve fiyat bilgisi yoktu .,
ürün göründüğü gibi değil 110 cm sipariş verdim 125 cm geldi eni 3.5 cm deniyor 4.5 cm. hakiki deri ile alakası yok etiketi koparılmış. tamamen hayal kırıklığı sonu hüsran. iade ettim.,
ürünün eni 3,5 cm yazıyordu 4 cm geldi. çok sert ve kalın oldu. tavsiye etmiyorum.,
Ürün fazla özenli kargolanmamış ve hakiki deri olduğundan şüphelendim.,
ürün sert hakiki deri hissi vermedi,
ürün deri değil bide hakiki deri demişler,
Ürün kesinlikle deri değil 3 ayda dağıldı karton gibi birşey,
Üründen 4 adet sipariş ettik 1 adet gönderilmiş ilgilenirseniz sevinirim en kısa sürede,
ürün hakiki deri felan değil baya baya hicbirseye yaramiyor,
2 adet siparis verdim, farkli ürünler gönderildi, ayip. kalitesi de iyi diyil.,
Gorseldeki urunden siparis verdim ancak gelen urun bambaska resmen hasirli bir kemer geldi,
ıkıncı gun acılmaya başladı hakıkı deri ve derimont marka olayıda yalan,
Berbat hakiki deri yazıyor adilikten takılmıyor bile,
Bence ürün yorumlarda denildiği kadar kaliteli değil ve hakiki deri de değil bence,
hakiki deri değil çabuk yıprandı hiç beğenmedim,
BELİRTİLEN KRİTERLRDE DEĞİL ÇOK KALIN BİR KEMER 3,5 CM DEGIL VE İŞ İÇİN GİYİLEMEZ,
hakiki deri yazıyor daha ilk takmada iz yaptı böyle firmalarla çalışmayın artık.,
kemer deri değil satıcı eksik ürün gönderdi 3 aldım 2kemer geldi sordugumdaysa tetarik edemedik dediler satarken hemen sorun olduğunda 24 saat sonra cevap veriyorlar 20 TL kupon gönderdik dediler niye kupon gönderiyorsun benim paramı gönder hesabıma yada ürün yoksa hiç gönderme,
İki tane almıştım.. Ama çok kısa sürede çatladı kırıldı, yani deri olmadığı ortaya çıktı.. Kesinlikle malın ucuzu değil kalitelisi alınır. Almayın..,
kemer delikleri 2 yada 3 kullanimdan sonra genişlemeye hatta yavas yavas yirtilmaya başladı o yuzden memnun kalmadık,
Kemeri alırken marka olarak derimod yazıyor ama alakası yok Kemer deri bile değil alacaklara duyurulur kemerin kalitesi berbat.,
BEŞ PARA ETMEZ DERİ FALAN ZANNETMEYİN ON GÜNDE ÜST KAPLAMASI SOYULDU PARCALANDI KEMERE TOKASINA DENK GELEN YERDEN YIRTILDI BOŞUNA PARANIZI ZİYAN ETMEYİN,
Ürünü hiç beğenmedim istediğim ürün değil 3 farklı ürün şipariş ettim 2 aynı ürün göndermişler ayrıca ürünü iade ettim teslim almaya tenezzül bile etmediler kargomu geri mng kargo şirketine gönderdiler kargo şirketide bana haber bile vermeden geri mng kargo bakırköy merkez depo çekildi 2 aydır ne kemerler elimde ne param elimde,
Alakasız bir ürün geldi. Ne dokusu, ne kalınlığı görseldeki gibi değildi. geç farkedip 2 gün kullandığım için maalesef iade de edemiyorum,
Hakiki deri olsaydı aşınmazdı,
hakiki deri degil,
utanmadan hakiki deri yazmışsınız.,
Ürün birinçiden derımont marka diğildi kalıte düşük,
Beklediğim kalitenin altında ürün. Daha özenli saçakları olmadan yapılabilirdi,
ürün çok kötü 1 haftada yırtıldı inanmazsınız.para boşa gitti,
satıcı cok dikkatli degil yanlis ürün gönderiyor sizi ugrastiriyor ona gore dikkat edin,
bu kesinlikle deri degil yanls bilgi baktm baktrdm deri degil iade edemedim kemer lazmdi,
deri diye aldık bırak deriyi karton gibiydi dört yerden kesik vardı tavsiye etmem,
Hiçte kaliteli değil 1 ayda katı açıldı sonrada koptu güzel görünüyor ama aldatmaca kalitesi berbat,
gerçek deri değil 3 haftada parçalandı kesinlikle tavsiye etmiyorum,
Paramparça oldu kısa zamanda derimi şaka gibi,
Fiyatının ürünü ne eksik ne fazla. Kalitesi düşük. Mağaza düzgün kargolayamıyor. Memnun kalmadım.,
Ürün 2 ay da param parça oldu tavsiye etmiyorum,
ürün faeklı kalitesiz bir marka geldi güvenilmez bence,
5 para etmez deri mod diye aldık 3 kez kullanmaya parcalandı,
Ürün, resimde belirtildiği gibi derimod ürünü değil. Hiçbir yerinde derimod etketi yok.,
ürün resimdeki ürün değil bu da deri ama farklı tokası değişik ben evde olsam almazdım eşim bakmadan almış paketi açmadan derimod değil markası bi daha trendyolll işim olmaz sizinle,
Ürün daha elime ulaşalı bir hafta olmadı 2 kere kullandım üstü soyulmaya başladı bu kadar para vermeye gerek yok bence keşke almasaymışım.,
Fiyatına göre normal ama tam bir kandırmaca. ürün açıklamasında iki kat yapıştırma kemerlerden değildir diyor ama tam olarak yapıştırma kemer. 5 lira bile çok bence bu ürüne.,
istediğimiz ürün gelmedi.2 kemer aldık ikisininde boyları ve genişlikleri farklı geldi.Ürünlerin üzerinde deri olduğunu gösteren hiçbir şey yoktu .(etiket bile),
ürün 2 haftada ortadan catladı deri kemer bu kadar kolay ayrılmamalıyudı ıadede edemedim kaldı elımızde.,
Genişlik 3.5 değil 4 cm buda birçok şeyi değiştiriyor. Lütfen ürün bilgileri doğru yazılsın.Ayrıca bir hafta sonra kemer ortadan açılmaya başladı. Yani hayal kırıklığı.,
5 mm kalınlık yazılmış ancak kalınlık 3 mm kaliteli bir deride olması gereken gramajda mevcut değil,
Suni deri bundan daha kaliteli deri olarak satılan ürün 5 para etmez sokakta satan siyahi arkadaşlar bından daha kaliteli kemer satmakta,
Çox diqq?tsiz bir şirk?t. razmerl?ri 115sm qeyd etmiş?m 120 v? 125 gönd?rib. K?m?rin d?mir hiss?si h?r ikisi eyni deyil, f?rqli gönd?rib. bir k?m?rin halqasını gönd?rm?yib üstünd?.,
hakikî deri değil .verilen ucreti maket miyor .tam bir fiyasko.birde hakikî deri diye reklam yapıyorlar.,
istediğim ürünle hiç alakası yok iki adet sipariş vermeme rağmen bir adet geldi yetkili firma ile görüşme yaptığımda sorunu çözüceklerini söylediler,
ünününü sorgilamıycam ama satıcıya msj attıgımda bana yüzde-yüz deri dedi bende sözüne güvendim aldım neyazıkki vahim daha aynı gün kullandım catladı iyede etmiycem kullanıcam ben 60 tlye adam olmam kimsede olmaz yorumsizekalmış,
Ürün gerçek deri yazıyor gerçek deri değil Çift taraf yapıştırma değil yazıyor değil 3 katman yapıştırma Ayrıca ben dericiyim giyim üzerine Bence alacak olanlar ve trendyol yetkilileri yazdıklarımı dikkate alır Birçok alışveriş yaptım sitelerden ilkdefa trendyolda karşılaştım böyle birseyle okadar reklama yazık,
Farklı modeller de 2 ürün sipariş etmiştim. Ama bu ürün gelmedi. Diğer siparişimden 2 tane göndermiş ler. Telafi nasıl olacak,
Ürün kalitesi çok düşük belirtilen şekilde değil paketleme çok özensiz kutusu hasar görmüş kimseye tavsiye etmiyorum.Paranızı çöpe atmayın.,
ürün deri felan deyil aldanmayın ona gore alın kendi deri kemerimle dunya kadar fark var arasında verdigi his agırlık saglamlik v.s,
Deri değil 2-3 kullanımda delikli yerleri aşındı 1-2 hafta kullanınca kemer kopar boşuna paranızı çöpe atmayın, piyasadaki kağıt tarzı kemerlerden,
Ürün kötü , gerçek cilt deri değil kötü bir cilt baskılı yarma deriden mamul , üstelik oda yaralı deri , yani kalite yok kalte kontrol hiç yok . Bu ürünü göndermeye utanır insan kargo iade islride ayrı bir eziyet , almayın derim , Satıcıda satamasinki ne taahhüt ettiyse onu gondersin .,
Bu Ürünü beğenenler nasıl beğenmiş anlam veremedim değil 20 lira 2 kuruş bile etmez kesin likle tavsiye etmiyorum kargo zaten bildiginizgibi tavsiyem uzak durun. Yorumlara bakarak aldım hata etmişim deri görmesek kandiracaklar.,
Gelen ürünün resimdeki ile alakası yok.Daha öncede kemer aldım.Bu gelen bildiğin 5 tl lik kemerlerden.İnsanlarla alay ediyorlar resmen.Baska satıcılardan almanızı tavsiye ederim.,
ürün etiketsiz ve başka marka gönderildi. 105 numara siparişim olmasına rağmen 110 göndermişler. ayrıca deri değil. iade ettim,
Derinin sadece adı yazılmış deri ürün gönderilmemiş :) satıcı yorumu okuyunca bu paraya ne derisi bekliyordun der muhtemelen de yazıya güvenerek aldık hata ettik ?? tavsiye etmiyorum,
Kemer ölçüsü standarda göre küçük, kemer boyu tokası dahil ölçülmüş. Alacaklar olanlar kendi bedeninden büyük alsın.,
Kesinlikle Derimond marka değil. Gönderilen kemer görüntü olarak da buna benzemiyor. Sıradan bir kemer gönderildi. 2 kez aldım ikisinde de aynı sorun var.,
ürünler resimde göründüğü gibi değil metal aksamda boya kalkmaları var ve hiç gerçek deri gibi durmuyor sentetik gibi kemer köprüleri o kadar dandik birleştirilmiş ki zımba ile birleştirmişler resmen hiç beğenmedim açıkcsı.,
Ürün aynı değil kalitesiz deri değil aldım pişman oldum sakın ha sakın almayın deri değil aldım pişman oldum ben yırtıldı,
Fotoğrafa ve yorumlara aldanarak aldım kesinlikle dandik bir ürün elinize alır almaz anlaşılıyo bu fiyata daha iyi ürünler var paranıza yazık etmeyin gerçeten berbat ya deri değil ve demiri kalitesiz elinizde kalacak gibi duruyo.,
Yorumlara bakarak aldım pişman oldum Kalitesiz bir kemer bu fiyata dışarda çok daha iyilerini bulabilirsiniz ikinci takmamda ayrıldı kötü bir malzemesi var yazık,
Ürün üç gün sonra ek yerlerinden ayrıldı. Hiç beklemezdim bu kadar kötü olacağını. Hayel kırıklığı yaşadım.,
Göründüğü gibi kesinlikle aldanmayin. Cok fazla parlak pusmanim geri gondermeylede uğraşmak istemiyom mecbur kullancaz..,
Allah a şükür kargo nihayet geldi idare eder bu paraya bu kadar yumuşak kemer değil birde tokası kalın değil sanki kumaş pantolon kemeri gibi eğer deri ise eğer bu paraya idare eder sert deri kemer ..,
Sipariş verdiğim bedenden büyük geldi. Ayrıca beden etiketi olmalı idi ama koparılmıştı. Kalite olarak orta düzeyde,
benim gibi tembel olmayıp iade ederim diyorsanız alın görün. kesinlikle kalitesiz bir ürün. pazarda bundan daha ucuzunu ve daha kalitelisini rahat bulursunuz.,
Ürünü erkek arkadaşıma aldım, içi hasır renginde kemerin, deliklerini zorla açmışlar gibi yıpranmış şekilde. Hiç takılmaz değil ama tercih edilmemesi gereken bir ürün. Onun dışında paketlemesi çok temizdi.,
aynisi gelmemis kusura bakmayin ama hic iyi degildi cidden siparis bile etmeye deymez,
Deriyle hic alakası yok almayın gelir gelmez iade talebi olsuturdum sert kemer ucuza aldıklarımız gibi .,
Ürün göründüğü gibi değil kemer yeri tel zımbayla tutturulmuş. Derimod taklidi olarak derimont yazılmış. Çok basit bu fiyat etmez.,
tek yıldızı dahi haketmiyor samimiyetime dayanarak söylüyorum değil 36 5 lira verilmez mukavva kağıdıni boyayıp gönderiyor lar,
ürünü hiç beğenmedim bir hafta bile kolanandim hem yirti çöpe attım olduğu gibi gelmedi hiç kimseye tavsiye etmem,
Üzerinde derinont a ait herhangi bi ablem bulunmuyor kaliteli olduğuna düşünüyorum tavsiye etmiyorum gerçek bi alıcıyım emin olabilirsiniz,
Ürün çok kalitesiz. Üçüncü kullanımda birbirinden ayrıldı. Hakiki deri yazarak insanları kandırmayın !,
Ürünler Hep Derimont Değildi Hemde Bir Kullanımda Kemerde Açıldı 2 Ye Ayrıldı Tamamen Yanıltma Ve Kalitesi Ürünler.,
bir yıldızı bile haketmiyor yapıştırma olmadığını gerçekten deri olduğunu söylüyor fakat alakası bile yok resmen ikiye ayrıldı kemer hiç güzel değil...!!,
İlk kullanımdan sonra açılmaları oldu.Daha önce iyi demiştim ancak katlar arasında acilmanin bu kadar çabuk olması çok kötü,
Ürün deri deniyor ama kağıt boyunu kisalttiktan sonra anlaşılıyor ben uzun aldim denedim kestikten sonra anladim almayın ben şikayetçiyim,
Kesinlikle almayın derimod diyor ürün gelince hiçbir alakası yok ben iade ediyorum,
ürün kalitesi berbat, gerçek deri olduğunu gösterir hiçbir işaret ve ibarede yok üzerinde,
Ürünü aldım bir kaç gün kullandım berbat hemen deforme oldu fiyat ı ucuz ama çok dandik bir ürün,
115cm istedim 120 geldi + deri falan değil,
kemer deliklerden yırtıldı kisa sürede iade edecegim,
deri diye winnex kemer gonderiyosunuz,
Tavsiye etmiyorum kendisi deri cildi plastik. İkinci kullanımımdan sonra cildi soyulmaya başladı,
Beklediğim gibi gelmedi eni ince bence hem ben daha kaliteli bekliyordum,
ölçü tam olmasına rağmen küçük geldi ve resimle alakasız duruyor iade ettim ayrıca çok kaba bir kemer,
135 cm işaretlememize rağmen 125 geldi iade ediyorum,
urun hiç burdaki görünen gibi diyil beyenmedim bu fiyatı hak etmiyor,
Tavsiye edilecek bir ürün değil. Bende yorumlara aldandım.,
kesinlikle tavsiye etmem ayrıca deri değil kullandigim 1 ay parçalanmaya başladı,
Almayın arkadaşlar hiç göründüğü gibi değil şimdi elime ulaştı,
Kemerin iç kısmı boyasız. Derimont beni hayal kırıklığına uğrattı doğrusu.,
Cok kalitesiz duruyor .. derimod sanıp almayın alakası yok,
Kullandığım 5.günde yanlardan açıldı pek memnun kalmadım,
Yapıştırma Olduğu için çok çabuk deforme oldu,
İstediğimiz ölçüden büyük geldi, beklediğim kalitede çıkmadı.,
Derisi güzel fakat tokası idare derimontta olduğunu zannetmiyorum,
Ürün kaliteli ancak fazla kalın olması nedeniyle kemer tokası karın bölgesinde yara yapıyor.,
ürün hızlı bir şekilde elime ulaştı ancak kalite sıfır hiç tavsiye rtmiyorum,
fiyatına göre gayet iyi. Ayrıca gönderilen hediye içinde teşekkür ederim.,
1.70 104 kg biriyim 115 olmadı kısa baya kısa arkadaşıma verdim:),
Bir ay içerisinde yırtıldı, deri değil,
normal 1kemer ama deri deyil,
Sıfır kalite..,
kesinlikle deri değil 1 ay icinde koptu,
Beş para etmez,
Kalitesi kötü,
almayın çok kötü,
Dışı deri ama içi karton ona göre alın derim piyasada daha ucuza var,
Sipariş 10 günde gelmedi sakın almayın iade ettim,
sfaris ediyim urun gelmedi cok kefiyetsiz,
Bildiğin karton üstüne muşamba çekilmiş. Deri ile yakından uzaktan alakası yok. Şiddetle kınıyorum,
kot kemeri diye aldım ama dikkat etmemiştim kumaşa uygun,
malesef Derimod markası gelmedi KANDIRILDIK...Maalesef...,
Berbat bir ürün. deri falan değil kağıt gibi yırtıldı çöpe attım . Hakkımı helal etmiyorum.,
deseniz model sipariş ettim alakasiz bir model geldi iade..,
çok kalitesiz bir ürün beklediğimin çok altında,
Ürün geldi fakat görselde görünenden farklı ??,
Bir gün kullanıp çöpe attım resimdeki ile alakası yok !,
Sakın almayın asla kendi söylediğiniz boyu göndermiyorlar çocuk kemeri gibi,
yüzde yüz deri kemer diye aldım karton kemer geldi Trendyol size yakışmadı bu,
kemerin içinde 110 yazıyor,ölçtüm 105 cm,iade etmek zorunda kaldım.,
Almayın beni dinleyin göründüğü gibi gelmedi yorumu ciddiye alın.,
Ürünün fiyatı uygun ama derisi hiç kaliteli değil.,
10 para etmez bi ürün sakın almayın yıldız gereksiz,
Deriyle alakası yok belinize ha urgan bağlamışsınız yada bunu. İmitasyon bir ürün,
Tefsiye etmirem! Çok çok kötü kalitesis bir ürün,
